produtor,regiao,tecnico,num_galpao,tipo_instalacao,nutricao,area,genetica,origem,peso_pintinho_kg,data_alojamento,aves_alojadas,data_abate,aves_abatidas,vazio_dias,densidade_aves_m2,idade_media_dias,peso_abatido_kg,peso7,peso14,peso21,peso28,peso35,peso42,peso49,pct_mort7,pct_mort14,pct_mort21,pct_mort28,pct_mort35,pct_mort42,pct_mort49,racao_pre,racaoinicial,racao_cres1,racao_cres2,racao_final,racao_total,sobra_racao,peso_medio_kg,duracao_ciclo_dias,data_alojamento_ano,data_alojamento_mes,data_alojamento_dia,data_abate_ano,data_abate_mes,data_abate_dia,peso_medio_calculado_kg,racao_total_por_ave,sobra_racao_pct,ganho_peso_kg,taxa_abate,mortalidade_total_pct,predicted_peso_medio_kg
P58,Regiao_9,Tecnico_11,2,Tipo_2,N_3,2400,G_1,Origem_15,0.037,2017-07-18,31000,2017-09-04,29370,22.0,12.917,48.527,96420,0.17,0.43,0.84,1.47,2.07,2.807,2.807,3.7225806451,4.1354838709,4.4161290322,4.5806451612,5.0483870967,5.5032258064,6.0032258064,6040,30054,15013,83856,36141,171104,0,3.2829417773237997,48,2017,7,18,2017,9,4,3.2829417773237997,5.519483870967742,0.0,3.2459417773237997,0.9474193548387096,6.0032258064,3.3782351739212872
P65,Regiao_11,Tecnico_7,1,Tipo_2,N_1,2400,G_1,Origem_5,0.036,2017-07-18,32600,2017-09-05,30133,21.0,13.583,49.14,99710,0.166,0.433,0.925,1.45,2.19,2.668,3.388,4.3588957055,5.1073619631,5.7484662576,6.8527607361,7.4969325153,7.9877300613,8.7515337423,6471,28670,21019,75102,43911,175173,1220,3.3089967809378424,49,2017,7,18,2017,9,5,3.3089967809378424,5.37340490797546,0.006964543622590239,3.2729967809378424,0.9243251533742332,8.7515337423,3.2570890431726927
P65,Regiao_11,Tecnico_7,2,Tipo_2,N_1,2400,G_4,Origem_5,0.046,2017-07-18,32600,2017-09-05,30945,20.0,13.583,49.248,112290,0.205,0.537,1.08,1.67,2.38,3.056,3.45,2.1042944785,2.6779141104,3.0858895705,3.6349693251,4.2546012269,4.8036809815,5.5858895705,6604,30073,21028,75143,61722,194570,1720,3.6286960736791083,49,2017,7,18,2017,9,5,3.6286960736791083,5.96840490797546,0.008840006167446164,3.5826960736791085,0.9492331288343558,5.5858895705,3.5329044604418245
P93,Regiao_9,Tecnico_11,3,Tipo_1,N_3,2062,G_3,Origem_22,0.046,2017-07-18,28800,2017-09-04,28212,22.0,13.967,48.507,91750,0.19,0.5,1.0,1.58,2.18,2.8,2.8,1.1076388888,1.28125,1.4652777777,1.5833333333,1.7326388888,1.9444444444,2.3611111111,5857,27017,20288,74958,29980,158100,0,3.2521622004820645,48,2017,7,18,2017,9,4,3.2521622004820645,5.489583333333333,0.0,3.2061622004820647,0.9795833333333334,2.3611111111,3.338075643674672
P135,Regiao_4,Tecnico_2,1,Tipo_1,N_1,2400,G_1,Origem_15,0.048,2017-07-19,32200,2017-09-02,30688,23.0,13.417,44.821,96600,0.19,0.47,0.9,1.6,2.2,3.1,3.1,3.5093167701,3.8229813664,4.0807453416,4.3322981366,4.7111801242,5.2670807453,5.8105590062,5981,29916,20949,84064,20811,161721,9360,3.147810218978102,45,2017,7,19,2017,9,2,3.147810218978102,5.022391304347826,0.05787745561800879,3.099810218978102,0.9530434782608695,5.8105590062,3.1430378560263463
P163,Regiao_3,Tecnico_1,2,Tipo_1,N_3,2400,G_1,Origem_5,0.045,2017-07-19,30000,2017-09-05,28822,28.0,12.5,48.749,93350,0.18,0.457,0.955,1.54,2.15,2.77,2.77,1.13,1.4933333333,1.7766666666,2.2133333333,2.4933333333,3.0133333333,3.4933333333,5592,27076,21093,65994,39632,159387,530,3.2388453264867114,48,2017,7,19,2017,9,5,3.2388453264867114,5.3129,0.003325239825079837,3.1938453264867115,0.9607333333333333,3.4933333333,3.0825896025486004
P179,Regiao_4,Tecnico_2,1,Tipo_1,N_1,2400,G_3,Origem_15,0.048,2017-07-19,30800,2017-09-02,29880,20.0,12.833,44.929,91950,0.18,0.45,0.9,1.6,2.195,3.1,3.1,1.5811688311,1.9415584415,2.2272727272,2.5,2.8896103896,3.4318181818,3.9837662337,5830,30293,20992,81072,17622,155809,12430,3.0773092369477912,45,2017,7,19,2017,9,2,3.0773092369477912,5.058733766233766,0.07977716306503475,3.029309236947791,0.9701298701298702,3.9837662337,3.081977529348437
P179,Regiao_4,Tecnico_2,2,Tipo_1,N_1,2400,G_3,Origem_15,0.048,2017-07-19,30800,2017-09-04,29892,20.0,12.833,46.928,96890,0.18,0.45,0.92,1.63,2.2,3.05,3.05,1.5162337662,1.9318181818,2.198051948,2.4577922077,2.8214285714,3.461038961,4.4285714285,5853,30064,21096,81087,30308,168408,3100,3.2413354743744147,47,2017,7,19,2017,9,4,3.2413354743744147,5.467792207792208,0.01840767659493611,3.1933354743744147,0.9705194805194806,4.4285714285,3.2533897999531187
P179,Regiao_4,Tecnico_2,3,Tipo_1,N_1,2400,G_2,Origem_5,0.044,2017-07-19,30000,2017-09-06,27774,16.0,12.5,49.577,94580,0.151,0.455,0.92,1.48,2.185,2.89,2.89,4.0666666666,4.7666666666,4.9833333333,5.29,5.7866666666,6.4766666666,7.3966666666,5856,30061,15030,66092,51015,168054,0,3.4053431266652265,49,2017,7,19,2017,9,6,3.4053431266652265,5.6018,0.0,3.3613431266652265,0.9258,7.3966666666,3.3890764001442837
P179,Regiao_4,Tecnico_2,4,Tipo_1,N_1,2400,G_1,Origem_5,0.045,2017-07-19,30000,2017-09-05,28413,21.0,12.5,48.593,93770,0.156,0.463,0.925,1.5,2.186,2.888,2.888,4.09,4.8233333333,5.04,5.3466666666,5.8433333333,6.4,7.1666666666,5851,30039,15013,66118,43876,160897,1260,3.3002498856157394,48,2017,7,19,2017,9,5,3.3002498856157394,5.3632333333333335,0.007831096912931875,3.2552498856157395,0.9471,7.1666666666,3.3354158861739878
P299,Regiao_13,Tecnico_6,1,Tipo_7,N_1,2560,G_1,Origem_5,0.046,2017-07-19,34500,2017-09-06,32814,19.0,13.477,48.963,118970,0.2,0.491,1.0,1.669,2.386,3.163,3.163,3.2579710144,3.4869565217,3.6,3.8463768115,4.0898550724,4.3449275362,4.5942028985,7048,30059,23917,90033,51951,203008,4140,3.625586639848845,49,2017,7,19,2017,9,6,3.625586639848845,5.884289855072463,0.02039328499369483,3.5795866398488454,0.9511304347826087,4.5942028985,3.5212286131234807
P30,Regiao_13,Tecnico_6,1,Tipo_7,N_1,2560,G_1,Origem_5,0.046,2017-07-19,34500,2017-09-06,33360,19.0,13.477,49.248,119610,0.205,0.514,1.005,1.706,2.415,3.123,3.123,1.5275362318,1.7304347826,1.852173913,2.0695652173,2.2753623188,2.5101449275,2.8405797101,7064,30066,24968,90061,52896,205055,3060,3.585431654676259,49,2017,7,19,2017,9,6,3.585431654676259,5.943623188405797,0.014922825583380069,3.539431654676259,0.9669565217391304,2.8405797101,3.5365487231700783
P65,Regiao_11,Tecnico_7,3,Tipo_2,N_1,2400,G_1,Origem_15,0.04,2017-07-19,33800,2017-09-05,32415,22.0,14.083,47.985,108110,0.188,0.477,0.971,1.519,2.206,2.913,2.913,0.6301775147,1.3372781065,1.6656804733,2.1597633136,2.8698224852,3.3668639053,3.9822485207,6522,30065,20600,60107,64573,181867,470,3.3351843282430975,48,2017,7,19,2017,9,5,3.3351843282430975,5.380680473372781,0.0025843061138084425,3.2951843282430975,0.9590236686390533,3.9822485207,3.307680587146606
P65,Regiao_11,Tecnico_7,4,Tipo_2,N_1,2400,G_1,Origem_15,0.038,2017-07-19,33800,2017-09-05,32524,22.0,14.083,47.927,106290,0.186,0.472,0.945,1.502,2.181,2.843,2.843,0.923076923,1.7426035502,2.0591715976,2.4822485207,2.8875739644,3.2662721893,3.8343195266,6433,30056,21035,60045,62522,180091,2660,3.2680482105522075,48,2017,7,19,2017,9,5,3.2680482105522075,5.328136094674556,0.014770310565214252,3.2300482105522077,0.9622485207100592,3.8343195266,3.298591649982463
P7,Regiao_10,Tecnico_5,4,Tipo_1,N_3,2250,G_1,Origem_15,0.04,2017-07-19,31200,2017-09-06,30690,20.0,13.867,49.225,96750,0.163,0.421,0.873,1.44,2.047,2.8,2.8,0.75,1.3814102564,1.7147435897,2.1666666666,2.5673076923,2.9358974358,3.2948717948,6055,30034,20081,74993,40722,171885,2380,3.1524926686217007,49,2017,7,19,2017,9,6,3.1524926686217007,5.509134615384616,0.013846467114640602,3.1124926686217007,0.9836538461538461,3.2948717948,3.3316855990773693
P22,Regiao_8,Tecnico_11,1,Tipo_2,N_3,2145,G_4,Origem_5,0.045,2017-07-21,33000,2017-09-06,31680,18.0,15.385,46.444,99740,0.195,0.545,1.05,1.64,2.32,3.03,3.03,0.6181818181,0.809090909,1.0878787878,1.3,1.5818181818,1.9757575757,2.5666666666,5990,29998,23112,65955,47635,172690,3300,3.148358585858586,47,2017,7,21,2017,9,6,3.148358585858586,5.233030303030303,0.019109386762406623,3.103358585858586,0.96,2.5666666666,3.3262170583510864
P122,Regiao_2,Tecnico_12,1,Tipo_1,N_3,2400,G_1,Origem_15,0.046,2017-07-25,31500,2017-09-15,29886,25.0,13.125,52.216,100040,0.18,0.46,0.86,1.45,2.09,2.64,3.22,2.0253968253,2.746031746,3.2222222222,3.6412698412,4.1428571428,4.6698412698,5.4825396825,6080,30020,21081,74926,47930,180037,1110,3.347386736264472,52,2017,7,25,2017,9,15,3.347386736264472,5.715460317460318,0.006165399334581225,3.301386736264472,0.9487619047619048,5.4825396825,3.397139004226122
P122,Regiao_2,Tecnico_12,2,Tipo_1,N_3,2400,G_1,Origem_15,0.045,2017-07-25,31500,2017-09-11,30230,22.0,13.125,48.15,93590,0.185,0.465,0.87,1.48,2.13,2.67,2.67,1.419047619,2.1714285714,2.6031746031,2.9777777777,3.419047619,3.9555555555,4.4317460317,6108,30097,21072,74920,29869,162066,0,3.095931194177969,48,2017,7,25,2017,9,11,3.095931194177969,5.144952380952381,0.0,3.050931194177969,0.9596825396825397,4.4317460317,3.276382727884632
P17,Regiao_11,Tecnico_7,1,Tipo_2,N_1,2400,G_2,Origem_5,0.046,2017-07-25,33300,2017-09-11,31194,25.0,13.875,47.984,105330,0.19,0.473,1.0,1.45,2.1,2.7,3.43,0.6516516516,1.3243243243,3.1441441441,3.8018018018,4.7687687687,6.4624624624,7.3483483483,6367,29956,23979,78029,46638,184969,1320,3.3766108867089826,48,2017,7,25,2017,9,11,3.3766108867089826,5.5546246246246245,0.007136330952754245,3.3306108867089828,0.9367567567567567,7.3483483483,3.4429747800552404
P196,Regiao_13,Tecnico_8,3,Tipo_2,N_1,2400,G_1,Origem_22,0.046,2017-07-25,30500,2017-09-12,29760,20.0,12.708,49.425,105330,0.193,0.46,0.83,1.55,2.2,2.85,2.85,0.8327868852,1.0885245901,1.2327868852,1.406557377,1.6721311475,2.0327868852,2.5967213114,6527,30003,21994,82224,40949,181697,0,3.5393145161290325,49,2017,7,25,2017,9,12,3.5393145161290325,5.95727868852459,0.0,3.4933145161290327,0.9757377049180328,2.5967213114,3.406477404311771
P238,Regiao_9,Tecnico_11,2,Tipo_1,N_3,2400,G_3,Origem_22,0.046,2017-07-25,31000,2017-09-15,30000,18.0,12.917,52.498,101480,0.185,0.48,0.913,1.53,2.13,2.94,3.35,1.1903225806,1.5193548387,1.7967741935,2.064516129,2.3548387096,2.6516129032,3.229032258,6215,26663,21049,83963,46381,184271,4210,3.3826666666666667,52,2017,7,25,2017,9,15,3.3826666666666667,5.9442258064516125,0.022846785441008082,3.336666666666667,0.967741935483871,3.229032258,3.4628672199858612
P240,Regiao_9,Tecnico_11,1,Tipo_1,N_1,1339,G_1,Origem_22,0.047,2017-07-25,17000,2017-09-11,16416,29.0,12.696,48.197,52720,0.19,0.46,0.89,1.45,2.2,2.7,2.7,0.894117647,1.2882352941,1.5882352941,1.7411764705,1.9117647058,2.2176470588,2.6882352941,3024,16011,11984,42048,19274,92341,4720,3.211500974658869,48,2017,7,25,2017,9,11,3.211500974658869,5.431823529411765,0.05111488937741632,3.164500974658869,0.9656470588235294,2.6882352941,3.232697703636637
P240,Regiao_9,Tecnico_11,2,Tipo_2,N_1,1320,G_1,Origem_22,0.047,2017-07-25,18000,2017-09-11,17596,28.0,13.636,48.005,56670,0.19,0.46,0.895,1.476,2.2,2.7,2.7,0.7388888888,0.8944444444,1.0222222222,1.1166666666,1.2666666666,1.45,1.7888888888,3617,16009,13006,45116,19091,96839,4960,3.2206183223459877,48,2017,7,25,2017,9,11,3.2206183223459877,5.379944444444445,0.05121903365379651,3.1736183223459875,0.9775555555555555,1.7888888888,3.2247930591801737
P262,Regiao_4,Tecnico_2,1,Tipo_2,N_1,2400,G_3,Origem_22,0.46,2017-07-25,32600,2017-09-11,31030,20.0,13.583,47.801,101480,0.19,0.49,0.9,1.4,2.14,2.72,2.72,1.2944785276,1.8435582822,2.1257668711,2.6503067484,3.1472392638,3.7239263803,4.5337423312,6605,30060,21975,75137,41649,175426,3400,3.2703834998388657,48,2017,7,25,2017,9,11,3.2703834998388657,5.381165644171779,0.019381391583915726,2.8103834998388657,0.951840490797546,4.5337423312,3.2888301580996213
P327,Regiao_11,Tecnico_7,1,Tipo_2,N_1,2400,G_4,Origem_5,0.046,2017-07-25,33300,2017-09-06,30163,25.0,13.875,43.317,95500,0.19,0.418,1.0,1.5,2.2,2.8,3.05,0.6726726726,3.3333333333,5.8468468468,6.6516516516,7.6666666666,9.6516516516,9.8018018018,6359,30019,23975,80993,14222,155568,15820,3.1661306899181114,43,2017,7,25,2017,9,6,3.1661306899181114,4.671711711711712,0.10169186465082794,3.1201306899181116,0.9057957957957958,9.8018018018,2.801974722905114
P120,Regiao_8,Tecnico_11,1,Tipo_1,N_1,2400,G_1,Origem_15,0.05,2017-07-26,31500,2017-09-11,30170,21.0,13.125,47.502,100120,0.2,0.498,0.98,1.545,2.213,2.85,2.85,0.8888888888,1.7047619047,2.0444444444,2.2952380952,2.7809523809,3.4666666666,3.9968253968,6318,30183,20953,75062,38946,171462,18097,3.31852833941001,47,2017,7,26,2017,9,11,3.31852833941001,5.443238095238096,0.10554525200919154,3.26852833941001,0.9577777777777777,3.9968253968,3.1985441051067833
P196,Regiao_13,Tecnico_8,1,Tipo_5,N_1,2400,G_2,Origem_5,0.046,2017-07-26,30700,2017-09-12,29564,20.0,12.792,48.565,99210,0.175,0.42,0.87,1.42,2.17,2.75,2.75,1.1498371335,1.4853420195,1.6905537459,1.8403908794,2.1074918566,2.654723127,3.3941368078,6026,30162,20969,75019,38788,170964,0,3.355770531727777,48,2017,7,26,2017,9,12,3.355770531727777,5.56885993485342,0.0,3.3097705317277772,0.9629967426710098,3.3941368078,3.3745558080695073
P196,Regiao_13,Tecnico_8,2,Tipo_5,N_1,2400,G_1,Origem_5,0.04,2017-07-26,30700,2017-09-12,29610,21.0,12.792,48.357,92540,0.16,0.41,0.82,1.4,2.01,2.65,2.65,1.2117263843,1.4755700325,1.7100977198,1.9413680781,2.2833876221,2.6742671009,3.1596091205,6003,29217,20961,72030,31354,159565,0,3.1252955082742315,48,2017,7,26,2017,9,12,3.1252955082742315,5.197557003257329,0.0,3.0852955082742315,0.9644951140065147,3.1596091205,3.2468778966662017
P279,Regiao_6,Tecnico_6,1,Tipo_1,N_1,2250,G_1,Origem_15,0.041,2017-07-26,30000,2017-09-12,28254,23.0,13.333,48.179,92420,0.171,0.466,0.869,1.447,2.1,2.827,2.827,3.0666666666,4.1733333333,4.5666666666,4.89,5.2633333333,5.78,6.29,6010,30006,20960,75047,27021,159044,6047,3.2710412684929566,48,2017,7,26,2017,9,12,3.2710412684929566,5.301466666666666,0.038020925027036544,3.2300412684929567,0.9418,6.29,3.2315787782818917
P279,Regiao_6,Tecnico_6,2,Tipo_2,N_1,2250,G_1,Origem_15,0.04,2017-07-26,32100,2017-09-12,29703,20.0,14.267,47.958,97410,0.164,0.452,0.92,1.411,2.102,2.728,2.728,5.5140186915,6.8286604361,7.1277258566,7.38317757,7.8068535825,8.1651090342,8.6386292834,6561,30002,21979,75043,32971,166556,6027,3.2794667205332795,48,2017,7,26,2017,9,12,3.2794667205332795,5.188660436137072,0.03618602752227479,3.2394667205332794,0.9253271028037383,8.6386292834,3.2091552553028104
P39,Regiao_4,Tecnico_2,1,Tipo_2,N_1,1420,G_1,Origem_5,0.04,2017-07-26,18300,2017-09-12,17728,28.0,12.887,48.136,58950,0.167,0.412,0.9,1.455,2.195,2.882,2.882,0.4863387978,1.0,1.4972677595,1.6448087431,2.1038251366,2.4699453551,3.1693989071,3653,18041,12006,51017,16177,100894,880,3.3252481949458486,48,2017,7,26,2017,9,12,3.3252481949458486,5.513333333333334,0.008722025095644934,3.2852481949458485,0.9687431693989071,3.1693989071,3.265655697805626
P39,Regiao_4,Tecnico_2,2,Tipo_1,N_1,2448,G_4,Origem_5,0.046,2017-07-26,31800,2017-09-12,28910,26.0,12.99,47.929,100070,0.176,0.472,0.945,1.625,2.3,2.954,2.954,4.4025157232,5.4150943396,5.6823899371,5.8742138364,6.4339622641,7.3742138364,8.644654088,6045,27678,20979,72081,45091,171874,0,3.4614320304392945,48,2017,7,26,2017,9,12,3.4614320304392945,5.404842767295597,0.0,3.4154320304392947,0.9091194968553459,8.644654088,3.3418409322026434
P48,Regiao_4,Tecnico_2,1,Tipo_2,N_1,2400,G_3,Origem_15,0.05,2017-07-26,32100,2017-09-15,31111,23.0,13.375,50.948,113060,0.18,0.45,0.845,1.43,2.18,2.7,2.7,2.1059190031,2.4112149532,2.707165109,2.8722741433,3.2928348909,3.8348909657,4.6168224299,5991,30065,20953,90028,43102,190139,2010,3.634084407444312,51,2017,7,26,2017,9,15,3.634084407444312,5.923333333333333,0.010571213691036557,3.5840844074443123,0.969190031152648,4.6168224299,3.4972967183735806
P50,Regiao_8,Tecnico_11,1,Tipo_2,N_1,1800,G_1,Origem_5,0.046,2017-07-26,25000,2017-09-12,23382,30.0,13.889,48.24,75390,0.19,0.49,0.915,1.5,2.235,2.74,2.74,1.328,2.168,2.776,3.384,3.916,4.748,5.508,5019,24125,17984,54049,29743,130920,0,3.2242750833974854,48,2017,7,26,2017,9,12,3.2242750833974854,5.2368,0.0,3.1782750833974855,0.93528,5.508,3.168720237452433
P76,Regiao_8,Tecnico_11,1,Tipo_1,N_1,2400,G_1,Origem_15,0.059,2017-07-26,31500,2017-09-11,30424,21.0,13.125,47.327,98550,0.203,0.495,0.97,1.54,2.35,2.86,2.86,0.7333333333,1.4952380952,1.8285714285,2.0761904761,2.4888888888,3.0063492063,3.4507936507,6335,30070,21007,75035,36037,168484,1880,3.2392190376018934,47,2017,7,26,2017,9,11,3.2392190376018934,5.348698412698413,0.011158329574321597,3.1802190376018933,0.9658412698412698,3.4507936507,3.311086644762525
P79,Regiao_8,Tecnico_11,1,Tipo_1,N_1,2400,G_1,Origem_15,0.044,2017-07-26,31500,2017-09-11,26460,21.0,13.125,47.567,83360,0.185,0.44,0.915,1.47,2.078,2.8,2.8,2.9111111111,13.3777777777,14.3428571428,14.8539682539,15.473015873,16.0317460317,16.5555555555,6304,30040,17999,54031,34949,143323,1080,3.1504157218442934,47,2017,7,26,2017,9,11,3.1504157218442934,4.549936507936508,0.007535426972642214,3.1064157218442934,0.84,16.5555555555,3.2250292537070453
P80,Regiao_11,Tecnico_7,1,Tipo_5,N_1,2400,G_1,Origem_5,0.046,2017-07-26,30700,2017-09-13,29280,22.0,12.792,49.382,94490,0.19,0.45,0.83,1.55,2.08,2.715,3.229,1.1335504885,1.6742671009,2.0586319218,2.309446254,2.6872964169,3.1433224755,3.7622149837,6050,30058,20990,81035,29302,167435,340,3.227117486338798,49,2017,7,26,2017,9,13,3.227117486338798,5.453908794788274,0.0020306387553378925,3.181117486338798,0.9537459283387623,3.7622149837,3.2678122105720386
P80,Regiao_11,Tecnico_7,2,Tipo_1,N_1,2400,G_1,Origem_5,0.041,2017-07-26,31800,2017-09-15,29922,22.0,13.25,51.344,100310,0.16,0.41,0.76,1.38,1.91,2.62,3.27,2.6477987421,3.2484276729,3.4119496855,3.5534591194,4.110062893,4.8993710691,5.503144654,6027,30102,20989,81092,39347,177557,0,3.352382862108148,51,2017,7,26,2017,9,15,3.352382862108148,5.583553459119497,0.0,3.311382862108148,0.9409433962264151,5.503144654,3.4156239173758496
P276,Regiao_6,Tecnico_6,1,Tipo_1,N_3,2400,G_1,Origem_22,0.048,2017-07-27,31600,2017-09-13,30428,22.0,13.167,47.866,101930,0.2,0.51,0.91,1.51,2.23,2.84,2.84,1.2816455696,2.161392405,2.5221518987,2.7689873417,3.0253164556,3.3544303797,3.8512658227,5998,30050,24084,80964,34829,175925,4190,3.3498751150256343,48,2017,7,27,2017,9,13,3.3498751150256343,5.567246835443038,0.02381696745772346,3.3018751150256342,0.9629113924050633,3.8512658227,3.316156111664812
P276,Regiao_6,Tecnico_6,2,Tipo_1,N_3,2400,G_3,Origem_22,0.048,2017-07-27,31600,2017-09-13,29952,20.0,13.167,48.125,102250,0.195,0.495,0.9,1.55,2.23,2.96,2.96,3.5,3.7563291139,3.9050632911,4.0094936708,4.1708860759,4.3829113924,4.914556962,6037,30063,24091,80984,36131,177306,2880,3.413795405982906,48,2017,7,27,2017,9,13,3.413795405982906,5.610949367088607,0.01624310514026598,3.365795405982906,0.9478481012658228,4.914556962,3.3967700117417494
P80,Regiao_11,Tecnico_7,3,Tipo_1,N_1,2400,G_1,Origem_15,0.045,2017-07-27,31000,2017-09-13,29778,24.0,12.917,48.564,100070,0.19,0.465,0.85,1.49,2.25,2.92,2.92,0.9451612903,1.4258064516,1.6193548387,1.8193548387,2.4161290322,3.0193548387,3.5483870967,6041,29983,20959,81047,36023,174053,0,3.3605346228759485,48,2017,7,27,2017,9,13,3.3605346228759485,5.614612903225806,0.0,3.3155346228759486,0.9605806451612903,3.5483870967,3.344773596602823
P80,Regiao_11,Tecnico_7,4,Tipo_2,N_1,2400,G_1,Origem_15,0.046,2017-07-27,32000,2017-09-15,30620,24.0,13.333,50.563,110100,0.205,0.48,0.9,1.54,2.27,2.955,3.39,0.753125,1.23125,1.5,1.821875,2.375,3.078125,3.821875,6335,30068,20993,81024,53633,192053,910,3.5956890920966686,50,2017,7,27,2017,9,15,3.5956890920966686,6.00165625,0.004738275371902548,3.549689092096669,0.956875,3.821875,3.3826121044877366
P192,Regiao_2,Tecnico_12,1,Tipo_2,N_1,2400,G_1,Origem_15,0.05,2017-07-28,29300,2017-09-14,28236,24.0,12.208,48.366,93870,0.2,0.51,0.98,1.525,2.23,2.94,2.94,0.7508532423,1.0511945392,1.2730375426,1.4607508532,1.9078498293,2.6518771331,3.5119453924,6020,30056,20949,75057,29491,161573,3410,3.3244793880152996,48,2017,7,28,2017,9,14,3.3244793880152996,5.514436860068259,0.021105011357095554,3.2744793880153,0.9636860068259385,3.5119453924,3.271765907095197
P192,Regiao_2,Tecnico_12,2,Tipo_1,N_1,2400,G_1,Origem_15,0.05,2017-07-28,30300,2017-09-14,29070,24.0,12.625,48.565,99110,0.2,0.49,0.94,1.52,2.2,2.94,2.94,0.603960396,0.8349834983,1.0198019801,1.204620462,1.5808580858,2.4290429042,3.7854785478,5975,30048,20982,81145,35983,174133,0,3.409356725146199,48,2017,7,28,2017,9,14,3.409356725146199,5.746963696369637,0.0,3.359356725146199,0.9594059405940594,3.7854785478,3.321236641560023
P201,Regiao_11,Tecnico_7,1,Tipo_1,N_1,2400,G_3,Origem_22,0.046,2017-07-28,31500,2017-09-15,30786,25.0,13.125,49.128,101280,0.18,0.48,0.85,1.59,2.12,2.8,3.268,0.9523809523,1.3555555555,1.6031746031,1.8444444444,2.0571428571,2.3142857142,2.7174603174,5986,30043,20966,82453,32619,172067,0,3.2898070551549408,49,2017,7,28,2017,9,15,3.2898070551549408,5.462444444444444,0.0,3.243807055154941,0.9773333333333334,2.7174603174,3.2675204095430086
P256,Regiao_1,Tecnico_1,1,Tipo_2,N_1,2250,G_4,Origem_5,0.046,2017-07-28,32000,2017-09-14,30160,24.0,14.222,47.957,104530,0.183,0.46,0.92,1.519,2.302,2.939,2.939,2.0625,2.6875,3.228125,3.478125,3.7625,4.478125,5.246875,6014,30069,20926,87120,34476,178605,7490,3.4658488063660475,48,2017,7,28,2017,9,14,3.4658488063660475,5.58140625,0.04193611601019009,3.4198488063660477,0.9425,5.246875,3.41856185635198
P256,Regiao_1,Tecnico_1,2,Tipo_2,N_1,2400,G_1,Origem_5,0.04,2017-07-28,33000,2017-09-14,30247,24.0,13.75,48.202,97850,0.157,0.39,0.795,1.426,2.075,2.805,2.805,5.4212121212,5.9818181818,6.2606060606,6.5303030303,6.9545454545,7.6333333333,8.4272727272,6048,29957,20981,78069,28790,163845,6370,3.235031573379178,48,2017,7,28,2017,9,14,3.235031573379178,4.965,0.038878208062498094,3.195031573379178,0.9165757575757576,8.4272727272,3.237997798176375
P256,Regiao_1,Tecnico_1,3,Tipo_2,N_3,2100,G_3,Origem_22,0.046,2017-07-28,29000,2017-09-13,28770,18.0,13.81,47.778,84130,0.168,0.441,0.886,1.419,1.981,2.549,2.549,1.1655172413,1.7103448275,2.1586206896,2.7172413793,2.9586206896,3.1551724137,3.5103448275,5726,27048,21076,53763,37291,144904,15064,2.924226624956552,47,2017,7,28,2017,9,13,2.924226624956552,4.996689655172414,0.10395848285761608,2.878226624956552,0.9920689655172413,3.5103448275,2.98871023771199
P70,Regiao_2,Tecnico_6,1,Tipo_2,N_3,2400,G_1,Origem_5,0.046,2017-07-28,33600,2017-09-13,32680,22.0,14.0,46.975,103330,0.186,0.465,0.922,1.488,2.1,2.8,2.8,0.4970238095,0.8095238095,0.994047619,1.1339285714,1.4285714285,1.8452380952,2.3571428571,6331,29974,24038,98909,18631,177883,1410,3.16187270501836,47,2017,7,28,2017,9,13,3.16187270501836,5.2941369047619045,0.00792655846820663,3.11587270501836,0.9726190476190476,2.3571428571,3.2645660391909144
P70,Regiao_2,Tecnico_6,2,Tipo_2,N_3,2400,G_1,Origem_5,0.045,2017-07-28,33600,2017-09-13,33048,22.0,14.0,47.231,106380,0.18,0.45,0.882,1.455,2.104,2.91,2.91,0.2827380952,0.4077380952,0.5119047619,0.6160714285,0.8095238095,1.1160714285,1.5476190476,6380,29910,24089,98881,21012,180272,0,3.218954248366013,47,2017,7,28,2017,9,13,3.218954248366013,5.365238095238095,0.0,3.1739542483660133,0.9835714285714285,1.5476190476,3.2308903662881066
P151,Regiao_2,Tecnico_6,3,Tipo_2,N_3,1875,G_1,Origem_5,0.043,2017-07-29,31800,2017-09-14,29166,22.0,16.96,47.53,90830,0.17,0.4,0.82,1.44,2.05,2.78,2.78,1.323899371,3.6981132075,4.2578616352,4.6981132075,6.2138364779,8.037735849,8.9088050314,6052,30005,21088,64942,41629,163716,3010,3.114242611259686,47,2017,7,29,2017,9,14,3.114242611259686,5.148301886792453,0.018385496835984266,3.071242611259686,0.9171698113207547,8.9088050314,3.191521524842128
P151,Regiao_2,Tecnico_6,4,Tipo_2,N_3,2400,G_1,Origem_5,0.041,2017-07-29,33700,2017-09-15,32215,22.0,14.042,47.952,106260,0.16,0.4,0.82,1.46,2.0,2.8,2.8,1.0504451038,2.9910979228,3.4480712166,3.7181008902,4.2284866468,4.9080118694,5.6409495548,6707,29937,24095,75015,46597,182351,0,3.29846344870402,48,2017,7,29,2017,9,15,3.29846344870402,5.4110089020771515,0.0,3.25746344870402,0.9559347181008903,5.6409495548,3.247359378761217
